instruction_in immediate
3A251D13 000003A2
C47E7FD6 00000000
4AAAA197 4AAAA000
C33877B7 C3387000
C6BDCDE3 FFFFFC7A
EC15B386 00000000
45FA3F17 45FA3000
BAB90184 00000000
616DE093 00000616
D915866F FFF58D90
7A83F286 00000000
66AD671C 00000000
933A7B17 933A7000
666FE16F 000FE666
FF00702E 00000000
F5000997 F5000000
3B72193E 00000000
C1EB1A37 C1EB1000
5A79F9EF 0009FDA6
78A82163 00000782
434CD61C 00000000
7D563413 000007D5
5C71EE63 000005DC
043F4A97 043F4000
19CE5317 19CE5000
3ACFD263 000003A4
5C1C7E17 5C1C7000
78A742B7 78A74000
E34B1F13 FFFFFE34
4B3664F4 00000000
4C706237 4C706000
FB584CEF FFF84FB4
5F371E13 000005F3
1D92DD13 000001D9
F1C90F17 F1C90000
816C3FAC 00000000
BA770BD6 00000000
0289A1EF 0009A028
8448FD04 00000000
45C3C3E3 00000C46
C6F61A54 00000000
39744D6F 00044B96
1F88B3E3 000009E6
9AE7225C 00000000
76E8D6EC 00000000
E320C7EF FFF0C632
1E44B90E 00000000
910270EF FFF27110
3BCE661E 00000000
A4E3E7E3 FFFFFA4E
245169B6 00000000
47A90F37 47A90000
5C9F0186 00000000
4F11DF97 4F11D000
61B31D5C 00000000
7FBECE97 7FBEC000
F282D0A6 00000000
918D2017 918D2000
439DBE63 0000043C
8BDC3654 00000000
78F118D6 00000000
429265A4 00000000
CFB68F97 CFB68000
255E830C 00000000
D0CC506C 00000000
5E4DA693 000005E4
C0167DEF FFF67C00
C8BC0DE3 FFFFFC9A
49AF7936 00000000
989C2C7E 00000000
7EB675E3 00000FEA
2E8F3B13 000002E8
2FAB906F 000B92FA
3BB42866 00000000
303AF317 303AF000
E7792463 FFFFF668
6F934A63 000006F4
656C9163 00000642
BD146163 FFFFF3C2
DA8C2463 FFFFF5A8
86CE39D6 00000000
FA3B8BE3 FFFFFFB6
E2FDAB93 FFFFFE2F
5B9D30E3 00000DA0
D4B67037 D4B67000
034E92EF 000E9034
08174B6F 00074880
BA505D0C 00000000
9183E91E 00000000
7C45AC17 7C45A000
9BF1FE14 00000000
E32E1363 FFFFF626
F629C9EC 00000000
2B529963 000002B2
05F2D593 0000005F
3E4578B7 3E457000
87F66AB6 00000000
78BD8346 00000000
346C8D6F 000C8346
22C233DE 00000000
0DBCDA2E 00000000
5C3ED96F 000EDDC2
9665A5E6 00000000
03FBFB97 03FBF000
C5C962E3 FFFFFC44
CD417B13 FFFFFCD4
C65D9517 C65D9000
19C7BE17 19C7B000
07C0FB2E 00000000
988A2517 988A2000
682DA3A6 00000000
43219713 00000432
0B64FB93 000000B6
07AF0FB6 00000000
3F725AE3 00000BF4
1C14FB13 000001C1
3160A117 3160A000
B2FFC3E6 00000000
3716349E 00000000
E41CA8E3 FFFFFE50
56D076EE 00000000
0DFF5C17 0DFF5000
4704DE66 00000000
480C3B17 480C3000
F657F9EF FFF7FF64
65FF9ED6 00000000
5A375A4E 00000000
FA8AF1A6 00000000
E4E87D66 00000000
7152AFD6 00000000
2E58BF13 000002E5
D32A1506 00000000
C384EA24 00000000
47F778EF 00077C7E
0FB4576F 000458FA
77D9F84C 00000000
76778517 76778000
D36BAB2E 00000000
016921DC 00000000
C4C90113 FFFFFC4C
CF6F3717 CF6F3000
3D12A9B6 00000000
F3530DB7 F3530000
40B21797 40B21000
08FCCB97 08FCC000
8C68B993 FFFFF8C6
EF108E16 00000000
F021C056 00000000
C61B4997 C61B4000
1EB398E4 00000000
5BDE5A17 5BDE5000
C5A5DAEF FFF5D45A
E8AC223C 00000000
BCD363B6 00000000
4BD78426 00000000
D9CC6ED4 00000000
68C79397 68C79000
E3A2A293 FFFFFE3A
18C211EF 0002118C
E2282BBC 00000000
A82D26E3 FFFFFA8C
E6A26CB6 00000000
0793EB6C 00000000
FB0F78EE 00000000
7C22C0E3 00000FC0
551A1A17 551A1000
AEE5A96F FFF5A2EE
EDD3AFB7 EDD3A000
D23CA08C 00000000
F2935063 FFFFF720
26628F1E 00000000
A5EF4614 00000000
C10C10EF FFFC1410
AA229E6C 00000000
B8156EE3 FFFFFB9C
5BCA7E44 00000000
8F4003AE 00000000
BECC3CEF FFFC33EC
95AB44A6 00000000
9A416F3E 00000000
175D849E 00000000
C94C3317 C94C3000
99B87866 00000000
274CAAEF 000CA274
61AB706F 000B761A
D0892493 FFFFFD08
DE19C717 DE19C000
B92F89A4 00000000
50273F86 00000000
8BC31237 8BC31000
939BBC36 00000000
427CC814 00000000
6D33C894 00000000
19012D63 0000019A
E052B3EF FFF2BE04
7C1E096F 000E0FC0
4100AE97 4100A000
2505EB2E 00000000
142C6413 00000142
C30390E4 00000000
BFA7E6E3 FFFFFBEC
ECAFE4B7 ECAFE000
69B397EF 00039E9A
D2009393 FFFFFD20
96CF2666 00000000
5498F4E3 00000D48
06C173E3 00000866
25608A37 25608000
F3BD7797 F3BD7000
02069A56 00000000
E0AB9904 00000000
A9E57FD6 00000000
9FB5CEE3 FFFFF9FC
30075876 00000000
045C1163 00000042
B7701ABC 00000000
60C310B7 60C31000
934F9084 00000000
FA9268EF FFF26FA8
78531097 78531000
AE6BAA86 00000000
C47D73B6 00000000
29368037 29368000
FB2727EF FFF727B2
75E9AB37 75E9A000
20EB8BA6 00000000
F77C1FF4 00000000
8CEECAF6 00000000
88E2A28C 00000000
502F6037 502F6000
064D2356 00000000
07281566 00000000
9EA96236 00000000
07833CB4 00000000
456E7237 456E7000
93DF0913 FFFFF93D
194DF7F4 00000000
1539F25E 00000000
67250237 67250000
0B3EE1F6 00000000
8EFB5EBC 00000000
2C41C4EF 0001C2C4
045CC7C6 00000000
75B9B16F 0009BF5A
8F1DB163 FFFFF0E2
80324F2E 00000000
82DE3584 00000000
EA4EE813 FFFFFEA4
CB3D946F FFFD9CB2
6B6F7093 000006B6
6C6DC2E3 00000EC4
1B976413 000001B9
8DAEED6F FFFEE0DA
3B1D4E17 3B1D4000
BDF4524E 00000000
F2064D93 FFFFFF20
E5AB5A06 00000000
985BE24C 00000000
6149F213 00000614
5AF7BB97 5AF7B000
9A04A737 9A04A000
E488BD97 E488B000
B1D20537 B1D20000
4CF26E66 00000000
0B13C96E 00000000
E18F6C17 E18F6000
CCFEA413 FFFFFCCF
1F029EB7 1F029000
609F43A6 00000000
F02FCC86 00000000
AB94C737 AB94C000
F00C3697 F00C3000
78BEF993 0000078B
58639AC6 00000000
B3CC7F93 FFFFFB3C
047E1313 00000047
B96DC137 B96DC000
5A60EC37 5A60E000
310ACC44 00000000
2E49A16E 00000000
A984403C 00000000
441CF926 00000000
